IdEjemplar,Fuente,AnioColecta,Altitud,Estado,Municipio,Localidad,Taxa,AnioDeterminacion,Fuente de georreferencia,LatitudGrados,LatitudMinutos,LatitudSegundos,LongitudGrados,LongitudMinutos,LongitudSegundos,Habitat,Habitat
2795,JE014,1997,560,SONORA,YÉCORA,Tepoca,"Phaseolus ritensis - M.E. Jones, 1908",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",28,25,46.00,-109,15,26,Silvestre,Silvestre
2796,JE014,1998,1300,SONORA,YÉCORA,Tributary of Arroyo Los Pilares near bridge 24.7 km W of Maycoba on Mex 16,"Phaseolus ritensis - M.E. Jones, 1908",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",28,23,40.00,-108,47,35,Steep stream canyon. Silvestre,Silvestre
2797,JE014,1981,2250,DISTRITO FEDERAL,COYOACÁN,Al N del Cerro Zacatepetl,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,35.00,-99,11,46,Silvestre,Silvestre
2798,JE014,1921,2200,DISTRITO FEDERAL,COYOACÁN,Pedregal,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.77,-99,10,44.69,Silvestre,Silvestre
2799,JE014,1896,2200,DISTRITO FEDERAL,COYOACÁN,"Pedregal (lava beds), Valley of México","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.77,-99,10,44.69,Silvestre,Silvestre
2800,JE014,1981,2377,DISTRITO FEDERAL,COYOACÁN,"Pedregal de San Angel, al S de Ciudad Universitaria","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,43.26,-99,11,38.63,Silvestre,Silvestre
2801,JE014,1981,2377,DISTRITO FEDERAL,COYOACÁN,"Pedregal de San Angel, al S de Ciudad Universitaria","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,43.26,-99,11,38.63,Silvestre,Silvestre
2802,JE014,1954,2377,DISTRITO FEDERAL,COYOACÁN,"Pedregal de San Angel, W de Ciudad Universitaria","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,58.00,-99,11,46,Silvestre,Silvestre
2803,JE014,1998,2300,DISTRITO FEDERAL,COYOACÁN,"Reserva del Pedregal de San Angel, Oriente Universum","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,42.00,-99,11,16,Zona quemada. Silvestre,Silvestre
2804,JE014,1993,2350,DISTRITO FEDERAL,COYOACÁN,Reserva Ecológica Pedregal de San Angel,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,14.00,-99,11,27,Silvestre,Silvestre
2805,JE014,2005,2660,DISTRITO FEDERAL,GUSTAVO A. MADERO,"La Armella, 1880 m LR en dirección SW del Picacho El Fraile, Área Natural Protegida","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,34,52.00,-99,8,14,Silvestre,Silvestre
2806,JE014,1996,2300,DISTRITO FEDERAL,TLALPAN,Centro de Educación Ambiental Ecoguardas,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,15,58.00,-99,10,47,Silvestre,Silvestre
2807,JE014,2003,2300,DISTRITO FEDERAL,TLALPAN,"Centro de Educación Ambiental Ecoguardas, Area Natural Protegida, Ajusco Medio","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,15,58.00,-99,10,47,Silvestre,Silvestre
2808,JE014,1951,2400,DISTRITO FEDERAL,TLALPAN,"Cerro Zacatepec, Pedragal de Tlalpan","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,16.00,-99,11,52,Silvestre,Silvestre
2809,JE014,1944,2407,DISTRITO FEDERAL,TLALPAN,Crevice of lava (Pedregal) at Peña Pobre near Tlalpan,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,17,47.00,-99,11,3,Silvestre,Silvestre
2810,JE014,1998,2400,DISTRITO FEDERAL,TLALPAN,Ecoguardas,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,15,58.00,-99,10,47,Silvestre,Silvestre
2811,JE014,1980,2650,DISTRITO FEDERAL,TLALPAN,"Pedregal de San Angel, carretera al Ajusco","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,16,6.00,-99,12,52,Silvestre,Silvestre
2812,JE014,1930,9999,DISTRITO FEDERAL,XOCHIMILCO,San Andrés (Tecacalango),"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,12,54.00,-99,6,31,Silvestre,Silvestre
2813,JE014,1984,2000,DURANGO,DURANGO,20 mi al W de Durango,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,56,53.00,-104,51,10,Silvestre,Silvestre
2814,JE014,1993,2500,HIDALGO,AJACUBA,"Las Dos Barrancas, SW del poblado de Ajacuba, vertiente N de la sierra del monte alto de Temoaya","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,3,33.00,-99,8,10,Barranca. Silvestre,Silvestre
2815,JE014,1997,1850,JALISCO,BOLAÑOS,"1-3 km al SW de las Berenjenas, en el Arroyo Hondo, hasta entroncar con el Arroyo La Mulera","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",21,51,6.00,-103,55,4,Silvestre,Silvestre
2816,JE014,1997,2050,JALISCO,BOLAÑOS,"Las Berenjenas, 1.5 km al N","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",21,52,34.00,-103,53,52,Silvestre,Silvestre
2817,JE014,1989,2100,JALISCO,TECOLOTLÁN,"Sierra de Quila, cerro Huehuentón, ladera SE a un lado del camino que sube al cerro","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,17,38.00,-103,59,55,Silvestre,Silvestre
2818,JE014,1974,2600,MÉXICO,ECATEPEC DE MORELOS,"6 km al W de San Cristóbal Ecatepec, parte alta de la Sierra de Guadalupe","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,34,28.00,-99,4,48,Silvestre,Silvestre
2819,JE014,1901,2895,MÉXICO,EL ORO,Hills above El Oro,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,48,7.00,-100,8,7,Silvestre,Silvestre
2820,JE014,2001,2554,MÉXICO,IXTAPALUCA,"Carretera libre México-Puebla, arriba de Ixtapaluca, cerca de las Minas y Tinacales","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,55.00,-98,48,49,En la zona quemada de la ladera. Silvestre,Silvestre
2821,JE014,1950,2700,MÉXICO,NICOLÁS ROMERO,Caja de Agua Progreso,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,38,44.00,-99,23,37,Silvestre,Silvestre
2822,JE014,1978,2300,MÉXICO,NICOLÁS ROMERO,Villas de San Pedro,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,23.00,-99,18,51,En terreno plano. Silvestre,Silvestre
2823,JE014,1978,2300,MÉXICO,NICOLÁS ROMERO,"Villas de San Pedro, Villa Nicolás Romero","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,23.00,-99,18,51,Orilla de arroyo. Silvestre,Silvestre
2824,JE014,1980,2300,MÉXICO,TENANGO DEL AIRE,Rancho San Luis Aculco,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.5.1557, octubre 2015",19,10,1.00,-98,51,42,Silvestre,Silvestre
2825,JE014,1979,2270,MÉXICO,TEXCOCO,"Cerro Tetzcutzingo, 8 km al E de Texcoco","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.7.2600, octubre 2016",19,29,50.00,-98,49,6,Silvestre,Silvestre
2826,JE014,1983,2300,MÉXICO,TEXCOCO,San Pablo Ixayoc,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,28,48.00,-98,47,41,"En ladera de cerro, orilla del arroyo. Silvestre",Silvestre
2827,JE014,1950,2500,MÉXICO,TULTITLÁN,"Sierra de Guadalupe, al N de Santa María Cuautepec","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.5.1557, octubre 2015",19,37,15.00,-99,7,40,Silvestre,Silvestre
2828,JE014,1981,2400,MÉXICO,ZUMPANGO,Ladera W del Cerro Coyocalco,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,51,8.00,-99,10,9,Silvestre,Silvestre
2829,JE014,2014,2320,MICHOACÁN DE OCAMPO,ACUITZIO,"8 km al S de Acuitzio del Canje, carretera a Villa Madero","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,26,48.00,-101,18,35,Silvestre,Silvestre
2830,JE014,2005,3100,MICHOACÁN DE OCAMPO,CONTEPEC,2.5 km hacia el NE de Santa María de la Ahogada,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,0,10.00,-100,9,25,Silvestre,Silvestre
2831,JE014,2004,3100,MICHOACÁN DE OCAMPO,CONTEPEC,2.5 km hacia el NE de Santa María de la Ahogada,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,0,10.00,-100,9,25,Silvestre,Silvestre
2832,JE014,2004,2590,MICHOACÁN DE OCAMPO,CONTEPEC,Cerca de la cima del Cerro Altamirano (llano),"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,59,28.00,-100,9,39,Silvestre,Silvestre
2833,JE014,2005,2550,MICHOACÁN DE OCAMPO,CONTEPEC,Cerro Altamirano,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,0,17.00,-100,9,31,Silvestre,Silvestre
2834,JE014,2004,2590,MICHOACÁN DE OCAMPO,CONTEPEC,"Cerro Altamirano, camino al Llano","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,59,28.00,-100,9,39,Silvestre,Silvestre
2835,JE014,1986,2120,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,1.5 km al W de la hacienda de Charahuén,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,30,55.00,-101,42,55,"Terreno cultivado, abandonado. Silvestre",Silvestre
2836,JE014,1986,2160,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,3/4 km al NW de la Hacienda de Charahuén,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,31,46.00,-101,43,40,Silvestre,Silvestre
2837,JE014,1986,2300,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,"Cerro El Bosque, 3 km al NW de Puácuaro","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,10.00,-101,41,5,Silvestre,Silvestre
2838,JE014,2003,2120,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,"Parte NW del Pedregal de Arocutín, cerca del Llano","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,32,54.00,-101,44,8,Silvestre,Silvestre
2839,JE014,1986,2500,MICHOACÁN DE OCAMPO,LA PIEDAD,Cerro Grande,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,18,12.00,-102,6,54,Forét de chénes. Silvestre,Silvestre
2840,JE014,1987,2500,MICHOACÁN DE OCAMPO,LA PIEDAD,"Parte alta del Cerro Grande de Cujuarato, cerca de La Piedad","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,18,12.00,-102,6,54,Silvestre,Silvestre
2841,JE014,2008,2545,MICHOACÁN DE OCAMPO,LAGUNILLAS,"Cerro El Aguila, 3 km del poblado de Huatzanguío","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,36,35.00,-101,22,59,Silvestre,Silvestre
2842,JE014,1982,2350,MICHOACÁN DE OCAMPO,LOS REYES,"Sicuicho (Los Reyes), Sierra Tarasca","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,39,45.00,-102,20,1,En el borde de una milpa. Silvestre,Silvestre
2843,JE014,1986,2130,MICHOACÁN DE OCAMPO,MORELIA,"12 km de Quiroga, sobre la carretera a Morelia","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,44.00,-101,26,25,Ladera. Silvestre,Silvestre
2844,JE014,1987,2300,MICHOACÁN DE OCAMPO,MORELIA,"3 km al W de San Miguel del Monte, sobre el camino a Atécuaro","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,36,59.00,-101,9,13,Silvestre,Silvestre
2845,JE014,2007,2280,MICHOACÁN DE OCAMPO,MORELIA,Cerro del Aguila subiendo por Tacícuaro,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,39,25.34,-101,21,59.16,Silvestre,Silvestre
2846,JE014,2008,2430,MICHOACÁN DE OCAMPO,MORELIA,"Cerro El Águila, por el lado de San Nicolás de Obispo","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,36.00,-101,19,58,Silvestre,Silvestre
2847,JE014,1988,2100,MICHOACÁN DE OCAMPO,MORELIA,N de Jesús del Monte,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,39,16.00,-101,9,3,Silvestre,Silvestre
2848,JE014,1987,2250,MICHOACÁN DE OCAMPO,PARACHO,"Al S de Paracho, 3 km del municipio de Paracho","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,4.00,-102,4,27,Terreno plano. Silvestre,Silvestre
2849,JE014,1971,9999,MICHOACÁN DE OCAMPO,PÁTZCUARO,"0.5 km al E de El Cristo, cerca del panteón de Pátzcuaro","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,31,15.00,-101,35,46,Silvestre,Silvestre
2850,JE014,2003,2150,MICHOACÁN DE OCAMPO,PÁTZCUARO,"2 km al N de Ajuno, al N del Cerro La Taza","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,31,50.00,-101,43,51,Silvestre,Silvestre
2851,JE014,1981,2200,MICHOACÁN DE OCAMPO,PÁTZCUARO,Carretera Pátzcuaro-Uruapan,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,29,29.00,-101,43,19,Silvestre,Silvestre
2852,JE014,1985,2150,MICHOACÁN DE OCAMPO,PÁTZCUARO,"Cerro Los Lobos, 5 km al SE de Tzurumútaro","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.5.1557, octubre 2015",19,30,12.00,-101,32,50,"Parte baja de la ladera norte, orilla de camino. Silvestre",Silvestre
2853,JE014,2000,2380,MICHOACÁN DE OCAMPO,PÁTZCUARO,Parte alta del Cerro Estribo Grande,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,30,52.00,-101,38,28,En cañada. Silvestre,Silvestre
2854,JE014,1990,9999,MICHOACÁN DE OCAMPO,URUAPAN,Derrame de lava del volcán Paricutín,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,31,11.00,-102,13,49,Silvestre,Silvestre
2855,JE014,1950,1981,MORELOS,TEPOZTLÁN,20 km NW of Cuautla,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",18,59,59.00,-99,6,46,Silvestre,Silvestre
2856,JE014,1989,2260,MORELOS,HUITZILAC,"Rancho San Lorenzo, km 53.5 de la carretera federal México-Acapulco, al SW del poblado Tres Marías, México-Acapulco 95","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,2,27.00,-99,13,58,Ruderal. Silvestre,Silvestre
2857,JE014,1959,2300,MORELOS,TEPOZTLÁN,"Autopista México-Cuernavaca, km 53.5","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,12.00,-99,9,18,Pedregal. Silvestre,Silvestre
2858,JE014,1964,2225,MORELOS,TEPOZTLÁN,"Autopista México-Cuernavaca, km 56","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,0,53.00,-99,8,58,Silvestre,Silvestre
2859,JE014,1955,2300,MORELOS,TEPOZTLÁN,"N bank of railroad just E of trail from Tepoztlán to El Parque, Sierra de Tepoztlán","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,0,23.00,-99,5,39,Silvestre,Silvestre
2860,JE014,1991,2290,NAYARIT,DEL NAYAR,"28 km del entronque a San Juan Peyotán, sobre la carretera Jesús María-Huejuquilla","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",22,22,57.00,-104,20,55,Silvestre,Silvestre
2861,JE014,1991,2290,NAYARIT,DEL NAYAR,"28 km del entronque a San Juan Peyotán, sobre la carretera Jesús María-Huejuquilla","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",22,22,57.00,-104,20,55,Silvestre,Silvestre
2862,JE014,1990,2110,ZACATECAS,VALPARAÍSO,"46 km al NE de Jesús María, camino a Jesús María-Huejuquilla","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",22,28,26.00,-104,17,59,Silvestre,Silvestre
2863,JE014,1989,2000,NAYARIT,DEL NAYAR,"50 km al NE de Jesús María, carretera a Huejuquilla","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",22,22,43.48,-104,20,47.07,Silvestre,Silvestre
2864,JE014,1994,2230,PUEBLA,AMOZOC,Parque Estatal General Lázaro Cárdenas,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,12.00,-98,6,36,Silvestre,Silvestre
2865,JE014,1994,2230,PUEBLA,AMOZOC,Parque Estatal General Lázaro Cárdenas,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,12.00,-98,6,36,Silvestre,Silvestre
2866,JE014,1970,2600,MÉXICO,IXTAPALUCA,Km 42 de la carretera vieja a Puebla,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,20,17.00,-98,40,47,Silvestre,Silvestre
2867,JE014,1910,9999,PUEBLA,PUEBLA,Cepoxuchilt,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,12.00,-98,9,34,Silvestre,Silvestre
2868,JE014,1991,2650,QUERÉTARO DE ARTEAGA,AMEALCO DE BONFIL,"El Picacho, desviación a San Pedro Tenango, 3 km SE de Amealco","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,6,30.00,-100,6,35,Silvestre,Silvestre
2869,JE014,1985,2050,SINALOA,CONCORDIA,El Carrizo a 74 km de Concordia por la carretera Mazatlán-Durango,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,31,28.00,-105,50,15,Silvestre,Silvestre
2870,JE014,1988,1500,SINALOA,CONCORDIA,Potrerillos y alrededores,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,27,15.00,-105,49,27,Silvestre,Silvestre
2871,JE014,1986,1600,SINALOA,CONCORDIA,"Potrerillos, 1 km rumbo a La Petaca","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,27,1.00,-105,49,18,En cañada. Silvestre,Silvestre
2872,JE014,1930,2700,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,Jalapa,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,32,53.00,-96,55,15,Silvestre,Silvestre
2873,JE014,1975,2290,ZACATECAS,SOMBRERETE,Ca. 13 mi NW of Sombrerete along Hwy 45 to Durango,"Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,44,40.00,-103,48,55,Silvestre,Silvestre
2874,JE014,1978,2290,CHIHUAHUA,URIQUE,Barrancas del Divisadero,"Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",27,32,19.27,-107,49,21.92,Silvestre,Silvestre
2875,JE014,1941,2200,DISTRITO FEDERAL,COYOACÁN,Pedregal de San Angel,"Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.77,-99,10,44.69,Silvestre,Silvestre
2876,JE014,1941,2200,DISTRITO FEDERAL,COYOACÁN,Pedregal de San Angel,"Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,19,17.77,-99,10,44.69,Silvestre,Silvestre
2877,JE014,1951,2450,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,"Santa Fé, Cuajimalpa","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,21,51.00,-99,16,6,Silvestre,Silvestre
2878,JE014,1978,2725,DURANGO,DURANGO,"5.3 km W of (Ejido) Los Mimbres turnoff, at km 54.2 (by road marker) WSW of Durango and ca. halfway to El Salto","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,55,2.00,-105,0,51,Silvestre,Silvestre
2879,JE014,1981,2450,DURANGO,PUEBLO NUEVO,Alrededores de Coyotes,"Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",23,50,43.00,-105,18,43,Silvestre,Silvestre
2880,JE014,1979,2130,GUERRERO,LEONARDO BRAVO,"5 km al SE de Los Morros, rumbo a Filo de Caballo","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",17,35,25.00,-99,47,39,Silvestre,Silvestre
2881,JE014,1893,9999,JALISCO,GUADALAJARA,Cañones de Guadalajara,"Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,43,24.00,-103,17,11,Silvestre,Silvestre
2882,JE014,1974,2450,JALISCO,ZAPOTLÁN DEL REY,"Cerro de Santa Fé, Puente Grande, Zapotlanejo","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",20,29,32.00,-103,2,15,Silvestre,Silvestre
2883,JE014,1987,2250,MÉXICO,COATEPEC HARINAS,"Km 3 por terracería Coatepec-Agua Amarga, a orilla del arroyo El Molino","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",18,56,58.00,-99,45,42,Orilla del arroyo. Silvestre,Silvestre
2884,JE014,1965,1950,MÉXICO,SAN SIMÓN DE GUERRERO,"6 km al SW de Temascaltepec, sobre la carretera a Tejupilco","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,43.00,-100,2,25,Silvestre,Silvestre
2885,JE014,1978,1960,MÉXICO,TEMASCALTEPEC,"7 km de Temascaltepec, rumbo a Tejupilco","Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,29.00,-100,2,41,Silvestre,Silvestre
2886,JE014,1952,1100,MÉXICO,SANTO TOMÁS,Santo Tomás,"Phaseolus pauciflorus - Sessé & Moc. ex G. Don, 1832",2014,"SIG Google Earth 7.1.2.2041, mayo 2015",19,10,38.00,-100,16,45,Silvestre,Silvestre
